0.0091032982, 3.9077837467, 3.9168870449
0.0028650761, 3.8491966724, 3.8520617485
0.0033390522, 3.8617560863, 3.8650951385
0.0023412704, 3.8798518181, 3.8821930885
0.0022187233, 3.8463709354, 3.8485896587
0.0024442673, 3.9349455833, 3.9373898506
0.0030508041, 3.9776492119, 3.980700016
0.0042488575, 4.1389992237, 4.1432480812
0.0029842854, 4.1139087677, 4.1168930531
0.002851963, 3.5029432774, 3.5057952404
0.0019772053, 3.3804631233, 3.3824403286
0.0034778118, 3.6931414604, 3.6966192722
0.0019247532, 3.9435462952, 3.9454710484
0.002661705, 3.7458517551, 3.7485134602
0.0016167164, 3.7997188568, 3.8013355732
0.0019142628, 3.8571016788, 3.8590159416
0.0038824081, 3.8721253872, 3.8760077953
0.0024437904, 3.7212090492, 3.7236528397
0.0018539429, 3.8393130302, 3.8411669731
0.0018322468, 3.79844594, 3.8002781868
0.0243086815, 3.6956951618, 3.7200038433
0.0030565262, 3.7724919319, 3.7755484581
0.0022492409, 3.9198319912, 3.9220812321
0.0021955967, 3.7394425869, 3.7416381836
0.0035438538, 3.8244912624, 3.8280351162
0.0033509731, 3.8701674938, 3.8735184669
0.0026628971, 3.9039540291, 3.9066169262
0.0022859573, 3.8954668045, 3.8977527618
0.0031175613, 3.7684421539, 3.7715597153
0.0023732185, 3.6700351238, 3.6724083424
0.00167799, 3.509157896, 3.510835886
0.0016379356, 3.5596268177, 3.5612647533
0.0022053719, 3.8205595016, 3.8227648735
0.001606226, 3.6827199459, 3.6843261719
0.0024495125, 3.6046817303, 3.6071312428
0.0034434795, 3.6289923191, 3.6324357986
0.0024814606, 3.5043413639, 3.5068228245
0.0031633377, 3.6250360012, 3.6281993389
0.0025410652, 3.7046229839, 3.7071640491
0.0017488003, 3.6060295105, 3.6077783108
0.0021045208, 3.8432223797, 3.8453269005
0.0016953945, 3.5619921684, 3.5636875629
0.0021526814, 3.563883543, 3.5660362244
0.0021352768, 3.571532011, 3.5736672878
0.0033049583, 3.6436231136, 3.646928072
0.0026140213, 3.479347229, 3.4819612503
0.0041048527, 3.455247879, 3.4593527317
0.0028774738, 3.6433172226, 3.6461946964
0.0025560856, 3.4451327324, 3.447688818
0.0020282269, 3.6639466286, 3.6659748554
0.0016024113, 3.5549554825, 3.5565578938
0.0278463364, 3.769837141, 3.7976834774
0.0023472309, 3.7235920429, 3.7259392738
0.0020427704, 3.8068265915, 3.8088693619
0.0025632381, 3.7973577976, 3.7999210358
0.0028271675, 3.4915730953, 3.4944002628
0.0025746822, 3.7801806927, 3.7827553749
0.0016539097, 3.6769134998, 3.6785674095
0.0018522739, 3.6540110111, 3.6558632851
0.0068867207, 3.616499424, 3.6233861446
0.0017011166, 3.7570562363, 3.7587573528
0.001645565, 3.5275418758, 3.5291874409
0.0016753674, 3.5383372307, 3.540012598
0.0015251637, 3.6541502476, 3.6556754112
0.0016405582, 3.6178581715, 3.6194987297
0.0021419525, 3.5586314201, 3.5607733727
0.0018651485, 3.5892627239, 3.5911278725
0.0020382404, 3.8139071465, 3.8159453869
0.0019466877, 3.65122509, 3.6531717777
0.0031859875, 3.7735962868, 3.7767822742
0.0017280579, 3.6249203682, 3.6266484261
0.001942873, 3.4883954525, 3.4903383255
0.0016999245, 3.5957326889, 3.5974326134
0.0016572475, 3.4993946552, 3.5010519028
0.0019469261, 3.6309108734, 3.6328577995
0.0017085075, 3.8341803551, 3.8358888626
0.0016720295, 3.7034430504, 3.7051150799
0.0015294552, 3.800536871, 3.8020663261
0.0015978813, 3.7707014084, 3.7722992897
0.0023300648, 3.5093200207, 3.5116500854
0.0018982887, 3.4924371243, 3.494335413
0.0015642643, 3.5413770676, 3.5429413319
0.0025753975, 3.5910277367, 3.5936031342
0.0016665459, 3.5013113022, 3.5029778481
0.0033977032, 3.5187473297, 3.5221450329
0.002204895, 3.5114889145, 3.5136938095
0.0017607212, 3.5402493477, 3.5420100689
0.0016357899, 3.5030963421, 3.504732132
0.0017967224, 3.7963001728, 3.7980968952
0.0025472641, 3.7166364193, 3.7191836834
0.0026648045, 3.607278347, 3.6099431515
0.0015125275, 3.459017992, 3.4605305195
0.001532793, 3.7461953163, 3.7477281094
0.0018851757, 3.556229353, 3.5581145287
0.0019052029, 3.5951604843, 3.5970656872
0.0016362667, 3.526674509, 3.5283107758
0.0030529499, 3.6394867897, 3.6425397396
0.0022330284, 3.6398200989, 3.6420531273
0.0026254654, 3.5582764149, 3.5609018803
0.001657486, 3.5856816769, 3.5873391628
0.002872467, 3.6147313118, 3.6176037788
0.001585722, 3.5861570835, 3.5877428055
0.0015256405, 3.7428221703, 3.7443478107
0.0016527176, 3.8498191833, 3.8514719009
0.00157094, 3.7376003265, 3.7391712666
0.0016043186, 3.6446027756, 3.6462070942
0.0016307831, 3.8497858047, 3.8514165878
0.0015916824, 3.6039645672, 3.6055562496
0.0015971661, 3.4508552551, 3.4524524212
0.0020625591, 3.5149800777, 3.5170426369
0.0023636818, 3.4651749134, 3.4675385952
0.0044045448, 3.8232488632, 3.8276534081
0.0030157566, 3.4795331955, 3.4825489521
0.0023024082, 3.5786035061, 3.5809059143
0.0022025108, 3.6063115597, 3.6085140705
0.0020756721, 3.6715481281, 3.6736238003
0.002092123, 3.511941433, 3.514033556
0.0021622181, 3.5429587364, 3.5451209545
0.0024917126, 3.8937420845, 3.8962337971
0.0038976669, 3.6509213448, 3.6548190117
0.0023732185, 3.6292402744, 3.631613493
0.0019907951, 3.6612315178, 3.6632223129
0.0024728775, 3.7882125378, 3.7906854153
0.0026025772, 3.5831582546, 3.5857608318
0.0023033619, 3.5305299759, 3.5328333378
0.0024645329, 3.5647871494, 3.5672516823
0.001660347, 3.6194624901, 3.6211228371
0.0141472816, 3.4318006039, 3.4459478855
0.0024800301, 3.5897727013, 3.5922527313
0.0028517246, 3.4467372894, 3.4495890141
0.0031654835, 3.7054159641, 3.7085814476
0.0028514862, 3.8216094971, 3.8244609833
0.0025498867, 3.6930949688, 3.6956448555
0.0040705204, 3.7555656433, 3.7596361637
0.002127409, 3.5711419582, 3.5732693672
0.0018672943, 3.6103198528, 3.6121871471
0.0021145344, 3.6853175163, 3.6874320507
0.0016543865, 3.7462201118, 3.7478744984
0.001540184, 3.7110767365, 3.7126169205
0.0015366077, 3.6758072376, 3.6773438454
0.0312395096, 3.5614087582, 3.5926482677
0.0015976429, 3.7967948914, 3.7983925343
