0.0029990673, 4.5247039795, 4.5277030468
0.0018894672, 4.308483839, 4.3103733063
0.0020699501, 4.3105413914, 4.3126113415
0.001958847, 4.3576872349, 4.3596460819
0.0019836426, 4.3432476521, 4.3452312946
0.0020024776, 4.3521406651, 4.3541431427
0.0020427704, 4.3602237701, 4.3622665405
0.0019061565, 4.3926992416, 4.3946053982
0.0019431114, 4.3635692596, 4.3655123711
0.0020065308, 4.3234500885, 4.3254566193
0.0018975735, 4.3744721413, 4.3763697147
0.0020623207, 4.3396964073, 4.341758728
0.0018782616, 4.3555166721, 4.3573949337
0.0020880699, 4.3723070621, 4.3743951321
0.0023634434, 4.3951525688, 4.3975160122
0.002058506, 4.4061052799, 4.4081637859
0.0021657944, 4.4069952965, 4.4091610909
0.0020709038, 4.3709647655, 4.3730356693
0.0018818378, 4.3777592182, 4.3796410561
0.0021290779, 4.414065361, 4.4161944389
0.0019681454, 4.401581049, 4.4035491943
0.0020058155, 4.3792521954, 4.3812580109
0.0022912025, 4.3774757385, 4.3797669411
0.0020596981, 4.38245368, 4.3845133781
0.0020437241, 4.3457248211, 4.3477685452
0.0020415783, 4.3517303467, 4.353771925
0.0021831989, 4.3676946163, 4.3698778152
0.0021853447, 4.3846378326, 4.3868231773
0.0019683838, 4.3740673065, 4.3760356903
0.0019466877, 4.3512854576, 4.3532321453
0.0018336773, 4.3673973083, 4.3692309856
0.0021402836, 4.3851528168, 4.3872931004
0.0022549629, 4.3731703758, 4.3754253387
0.0022211075, 4.3668801785, 4.3691012859
0.0020515919, 4.3864357471, 4.388487339
0.0021286011, 4.3707823753, 4.3729109764
0.0019624233, 4.3364121914, 4.3383746147
0.0019080639, 4.3824384212, 4.3843464851
0.0020873547, 4.3726382256, 4.3747255802
0.001991272, 4.3553538322, 4.3573451042
0.0019752979, 4.3618819714, 4.3638572693
0.0021431446, 4.3152701855, 4.3174133301
0.0034375191, 4.5883061886, 4.5917437077
0.0019173622, 4.2980632782, 4.2999806404
0.0020842552, 4.3017573357, 4.3038415909
0.0020706654, 4.3523511887, 4.354421854
0.0020134449, 4.3555319309, 4.3575453758
0.0019614697, 4.369961977, 4.3719234467
0.0030550957, 4.3563568592, 4.3594119549
0.0019834042, 4.3699266911, 4.3719100952
0.0019950867, 4.3349058628, 4.3369009495
0.0022370815, 4.3596372604, 4.361874342
0.0019483566, 4.3911907673, 4.3931391239
0.0020112991, 4.345158577, 4.3471698761
0.0021955967, 4.3541009426, 4.3562965393
0.0020012856, 4.3906798363, 4.3926811218
0.0022690296, 4.3662381172, 4.3685071468
