[3, 3]
[5]
[2, 4]
[8]
[2, 5]
[11]
[2, 6]
[11]
[2, 9]
[11]
[3, 12]
[14]
[4, 15]
[17]
[5, 18]
[14]
[6, 15]
[17]
[5, 16]
[20]
[5, 15]
[20]
[5, 15]
[20]
[6, 15]
[20]
[7, 15]
[20]
[8, 12]
[20]
[9, 15]
[20]
[9, 15]
[20]
[9, 15]
[20]
[8, 18]
[19]
[8, 17]
[20]
[8, 17]
[20]
[8, 17]
[20]
[9, 18]
[20]
[9, 17]
[20]
[8, 20]
[20]
[8, 19]
[20]
[8, 18]
[20]
[9, 18]
[20]
[6, 18]
[20]
[7, 15]
[20]
[8, 18]
[19]
[8, 18]
[20]
[9, 18]
[20]
[6, 18]
[20]
[9, 17]
[20]
[9, 16]
[20]
[9, 15]
[20]
[9, 14]
[20]
[8, 17]
[17]
[7, 20]
[17]
[4, 19]
[16]
[2, 19]
[16]
[2, 18]
[19]
[3, 18]
[20]
[2, 18]
[20]
[3, 17]
[20]
[3, 17]
[20]
[4, 16]
[20]
[4, 16]
[20]
[4, 16]
[20]
[4, 16]
[20]
[5, 16]
[20]
[6, 17]
[20]
[6, 17]
[20]
[7, 17]
[20]
[8, 17]
[20]
[9, 17]
[20]
[9, 16]
[20]
[10, 15]
[20]
[11, 15]
[20]
[8, 12]
[20]
[7, 15]
[20]
[6, 18]
[20]
[6, 18]
[17]
[3, 17]
[16]
[4, 16]
[19]
[4, 16]
[20]
